,YEAR,MONTH,DAY,TYPE,PERIOD,SEASON,NEIGHBOURHOOD,Counts
9026,2013,11,1,Theft of Vehicle,PM,Autumn,Hastings-Sunrise,1
9027,2013,11,1,Theft of Vehicle,PM,Autumn,Kensington-Cedar Cottage,5
9028,2013,11,1,Theft of Vehicle,PM,Autumn,Kerrisdale,2
9029,2013,11,1,Theft of Vehicle,PM,Autumn,Killarney,3
9030,2013,11,1,Theft of Vehicle,PM,Autumn,Kitsilano,5
9031,2013,11,1,Theft of Vehicle,PM,Autumn,Marpole,3
9032,2013,11,1,Theft of Vehicle,PM,Autumn,Mount Pleasant,2
9033,2013,11,1,Theft of Vehicle,PM,Autumn,Renfrew-Collingwood,4
9034,2013,11,1,Theft of Vehicle,PM,Autumn,South Cambie,3
9035,2013,11,1,Theft of Vehicle,PM,Autumn,Strathcona,2
9036,2013,11,1,Theft of Vehicle,PM,Autumn,Sunset,4
9037,2013,11,1,Theft of Vehicle,PM,Autumn,Victoria-Fraserview,2
9038,2013,11,1,Theft of Vehicle,PM,Autumn,West End,5
9039,2013,11,1,Vehicle Collision or Pedestrian Struck (with Fatality),AM,Autumn,Grandview-Woodland,1
9040,2013,11,1,Vehicle Collision or Pedestrian Struck (with Injury),AM,Autumn,Arbutus Ridge,1
9041,2013,11,1,Vehicle Collision or Pedestrian Struck (with Injury),AM,Autumn,Central Business District,2
9042,2013,11,1,Vehicle Collision or Pedestrian Struck (with Injury),AM,Autumn,Fairview,1
9043,2013,11,1,Vehicle Collision or Pedestrian Struck (with Injury),AM,Autumn,Grandview-Woodland,3
9044,2013,11,1,Vehicle Collision or Pedestrian Struck (with Injury),AM,Autumn,Hastings-Sunrise,3
9045,2013,11,1,Vehicle Collision or Pedestrian Struck (with Injury),AM,Autumn,Kensington-Cedar Cottage,4
9046,2013,11,1,Vehicle Collision or Pedestrian Struck (with Injury),AM,Autumn,Kerrisdale,2
9047,2013,11,1,Vehicle Collision or Pedestrian Struck (with Injury),AM,Autumn,Mount Pleasant,8
9048,2013,11,1,Vehicle Collision or Pedestrian Struck (with Injury),AM,Autumn,Renfrew-Collingwood,2
9049,2013,11,1,Vehicle Collision or Pedestrian Struck (with Injury),AM,Autumn,Riley Park,2
9050,2013,11,1,Vehicle Collision or Pedestrian Struck (with Injury),AM,Autumn,Shaughnessy,1
9051,2013,11,1,Vehicle Collision or Pedestrian Struck (with Injury),AM,Autumn,Stanley Park,1
9052,2013,11,1,Vehicle Collision or Pedestrian Struck (with Injury),AM,Autumn,Strathcona,3
9053,2013,11,1,Vehicle Collision or Pedestrian Struck (with Injury),AM,Autumn,Sunset,2
9054,2013,11,1,Vehicle Collision or Pedestrian Struck (with Injury),AM,Autumn,West End,2
9055,2013,11,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Autumn,Arbutus Ridge,2
9056,2013,11,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Autumn,Central Business District,13
9057,2013,11,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Autumn,Dunbar-Southlands,1
9058,2013,11,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Autumn,Fairview,4
9059,2013,11,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Autumn,Grandview-Woodland,6
9060,2013,11,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Autumn,Hastings-Sunrise,6
9061,2013,11,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Autumn,Kensington-Cedar Cottage,5
9062,2013,11,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Autumn,Kerrisdale,1
9063,2013,11,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Autumn,Killarney,3
9064,2013,11,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Autumn,Kitsilano,3
9065,2013,11,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Autumn,Marpole,2
9066,2013,11,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Autumn,Mount Pleasant,8
9067,2013,11,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Autumn,Oakridge,3
9068,2013,11,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Autumn,Renfrew-Collingwood,5
9069,2013,11,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Autumn,Riley Park,1
9070,2013,11,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Autumn,Shaughnessy,3
9071,2013,11,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Autumn,Strathcona,1
9072,2013,11,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Autumn,Sunset,1
9073,2013,11,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Autumn,Victoria-Fraserview,1
9074,2013,11,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Autumn,West End,3
9075,2013,11,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Autumn,West Point Grey,1
9076,2013,12,1,Break and Enter Commercial,AM,Autumn,Arbutus Ridge,2
9077,2013,12,1,Break and Enter Commercial,AM,Autumn,Central Business District,23
9078,2013,12,1,Break and Enter Commercial,AM,Autumn,Fairview,11
9079,2013,12,1,Break and Enter Commercial,AM,Autumn,Grandview-Woodland,1
9080,2013,12,1,Break and Enter Commercial,AM,Autumn,Kensington-Cedar Cottage,7
9081,2013,12,1,Break and Enter Commercial,AM,Autumn,Kerrisdale,2
9082,2013,12,1,Break and Enter Commercial,AM,Autumn,Kitsilano,6
9083,2013,12,1,Break and Enter Commercial,AM,Autumn,Marpole,2
9084,2013,12,1,Break and Enter Commercial,AM,Autumn,Mount Pleasant,7
9085,2013,12,1,Break and Enter Commercial,AM,Autumn,Renfrew-Collingwood,2
9086,2013,12,1,Break and Enter Commercial,AM,Autumn,Riley Park,2
9087,2013,12,1,Break and Enter Commercial,AM,Autumn,Strathcona,1
9088,2013,12,1,Break and Enter Commercial,AM,Autumn,Sunset,2
9089,2013,12,1,Break and Enter Commercial,AM,Autumn,Victoria-Fraserview,1
9090,2013,12,1,Break and Enter Commercial,AM,Autumn,West End,3
9091,2013,12,1,Break and Enter Commercial,AM,Autumn,West Point Grey,1
9092,2013,12,1,Break and Enter Commercial,AM,Winter,Central Business District,5
9093,2013,12,1,Break and Enter Commercial,AM,Winter,Fairview,2
9094,2013,12,1,Break and Enter Commercial,AM,Winter,Grandview-Woodland,1
9095,2013,12,1,Break and Enter Commercial,AM,Winter,Hastings-Sunrise,2
9096,2013,12,1,Break and Enter Commercial,AM,Winter,Kensington-Cedar Cottage,3
9097,2013,12,1,Break and Enter Commercial,AM,Winter,Mount Pleasant,8
9098,2013,12,1,Break and Enter Commercial,AM,Winter,Renfrew-Collingwood,1
9099,2013,12,1,Break and Enter Commercial,AM,Winter,West End,8
9100,2013,12,1,Break and Enter Commercial,AM,Winter,West Point Grey,1
9101,2013,12,1,Break and Enter Commercial,PM,Autumn,Central Business District,8
9102,2013,12,1,Break and Enter Commercial,PM,Autumn,Dunbar-Southlands,3
9103,2013,12,1,Break and Enter Commercial,PM,Autumn,Fairview,7
9104,2013,12,1,Break and Enter Commercial,PM,Autumn,Grandview-Woodland,2
9105,2013,12,1,Break and Enter Commercial,PM,Autumn,Hastings-Sunrise,1
9106,2013,12,1,Break and Enter Commercial,PM,Autumn,Kensington-Cedar Cottage,7
9107,2013,12,1,Break and Enter Commercial,PM,Autumn,Kitsilano,4
9108,2013,12,1,Break and Enter Commercial,PM,Autumn,Marpole,1
9109,2013,12,1,Break and Enter Commercial,PM,Autumn,Mount Pleasant,2
9110,2013,12,1,Break and Enter Commercial,PM,Autumn,Oakridge,1
9111,2013,12,1,Break and Enter Commercial,PM,Autumn,Renfrew-Collingwood,1
9112,2013,12,1,Break and Enter Commercial,PM,Autumn,Riley Park,1
9113,2013,12,1,Break and Enter Commercial,PM,Autumn,Strathcona,2
9114,2013,12,1,Break and Enter Commercial,PM,Autumn,Sunset,1
9115,2013,12,1,Break and Enter Commercial,PM,Autumn,Victoria-Fraserview,1
9116,2013,12,1,Break and Enter Commercial,PM,Autumn,West End,4
9117,2013,12,1,Break and Enter Commercial,PM,Autumn,West Point Grey,1
9118,2013,12,1,Break and Enter Commercial,PM,Winter,Central Business District,4
9119,2013,12,1,Break and Enter Commercial,PM,Winter,Fairview,1
9120,2013,12,1,Break and Enter Commercial,PM,Winter,Grandview-Woodland,6
9121,2013,12,1,Break and Enter Commercial,PM,Winter,Kensington-Cedar Cottage,1
9122,2013,12,1,Break and Enter Commercial,PM,Winter,Killarney,1
9123,2013,12,1,Break and Enter Commercial,PM,Winter,Kitsilano,5
9124,2013,12,1,Break and Enter Commercial,PM,Winter,Marpole,2
9125,2013,12,1,Break and Enter Commercial,PM,Winter,Mount Pleasant,5
9126,2013,12,1,Break and Enter Commercial,PM,Winter,Shaughnessy,1
9127,2013,12,1,Break and Enter Commercial,PM,Winter,Strathcona,1
9128,2013,12,1,Break and Enter Commercial,PM,Winter,West End,2
9129,2013,12,1,Break and Enter Residential/Other,AM,Autumn,Arbutus Ridge,2
9130,2013,12,1,Break and Enter Residential/Other,AM,Autumn,Central Business District,4
9131,2013,12,1,Break and Enter Residential/Other,AM,Autumn,Dunbar-Southlands,3
9132,2013,12,1,Break and Enter Residential/Other,AM,Autumn,Fairview,3
9133,2013,12,1,Break and Enter Residential/Other,AM,Autumn,Grandview-Woodland,4
9134,2013,12,1,Break and Enter Residential/Other,AM,Autumn,Hastings-Sunrise,2
9135,2013,12,1,Break and Enter Residential/Other,AM,Autumn,Kensington-Cedar Cottage,2
9136,2013,12,1,Break and Enter Residential/Other,AM,Autumn,Kerrisdale,3
9137,2013,12,1,Break and Enter Residential/Other,AM,Autumn,Killarney,1
9138,2013,12,1,Break and Enter Residential/Other,AM,Autumn,Kitsilano,3
9139,2013,12,1,Break and Enter Residential/Other,AM,Autumn,Marpole,8
9140,2013,12,1,Break and Enter Residential/Other,AM,Autumn,Mount Pleasant,4
9141,2013,12,1,Break and Enter Residential/Other,AM,Autumn,Musqueam,1
9142,2013,12,1,Break and Enter Residential/Other,AM,Autumn,Riley Park,2
9143,2013,12,1,Break and Enter Residential/Other,AM,Autumn,Shaughnessy,1
9144,2013,12,1,Break and Enter Residential/Other,AM,Autumn,Strathcona,2
9145,2013,12,1,Break and Enter Residential/Other,AM,Autumn,Sunset,4
9146,2013,12,1,Break and Enter Residential/Other,AM,Autumn,Victoria-Fraserview,5
9147,2013,12,1,Break and Enter Residential/Other,AM,Autumn,West End,4
9148,2013,12,1,Break and Enter Residential/Other,AM,Autumn,West Point Grey,1
9149,2013,12,1,Break and Enter Residential/Other,AM,Winter,Arbutus Ridge,2
9150,2013,12,1,Break and Enter Residential/Other,AM,Winter,Central Business District,4
9151,2013,12,1,Break and Enter Residential/Other,AM,Winter,Fairview,1
9152,2013,12,1,Break and Enter Residential/Other,AM,Winter,Grandview-Woodland,1
9153,2013,12,1,Break and Enter Residential/Other,AM,Winter,Hastings-Sunrise,2
9154,2013,12,1,Break and Enter Residential/Other,AM,Winter,Kensington-Cedar Cottage,2
9155,2013,12,1,Break and Enter Residential/Other,AM,Winter,Kerrisdale,4
9156,2013,12,1,Break and Enter Residential/Other,AM,Winter,Killarney,1
9157,2013,12,1,Break and Enter Residential/Other,AM,Winter,Kitsilano,2
9158,2013,12,1,Break and Enter Residential/Other,AM,Winter,Marpole,2
9159,2013,12,1,Break and Enter Residential/Other,AM,Winter,Oakridge,1
9160,2013,12,1,Break and Enter Residential/Other,AM,Winter,South Cambie,2
9161,2013,12,1,Break and Enter Residential/Other,AM,Winter,Sunset,1
9162,2013,12,1,Break and Enter Residential/Other,AM,Winter,Victoria-Fraserview,1
9163,2013,12,1,Break and Enter Residential/Other,AM,Winter,West End,1
9164,2013,12,1,Break and Enter Residential/Other,AM,Winter,West Point Grey,1
9165,2013,12,1,Break and Enter Residential/Other,PM,Autumn,Arbutus Ridge,5
9166,2013,12,1,Break and Enter Residential/Other,PM,Autumn,Central Business District,4
9167,2013,12,1,Break and Enter Residential/Other,PM,Autumn,Dunbar-Southlands,1
9168,2013,12,1,Break and Enter Residential/Other,PM,Autumn,Fairview,7
9169,2013,12,1,Break and Enter Residential/Other,PM,Autumn,Grandview-Woodland,7
9170,2013,12,1,Break and Enter Residential/Other,PM,Autumn,Kensington-Cedar Cottage,12
9171,2013,12,1,Break and Enter Residential/Other,PM,Autumn,Kerrisdale,4
9172,2013,12,1,Break and Enter Residential/Other,PM,Autumn,Killarney,2
9173,2013,12,1,Break and Enter Residential/Other,PM,Autumn,Kitsilano,9
9174,2013,12,1,Break and Enter Residential/Other,PM,Autumn,Marpole,8
9175,2013,12,1,Break and Enter Residential/Other,PM,Autumn,Mount Pleasant,4
9176,2013,12,1,Break and Enter Residential/Other,PM,Autumn,Oakridge,7
9177,2013,12,1,Break and Enter Residential/Other,PM,Autumn,Renfrew-Collingwood,7
9178,2013,12,1,Break and Enter Residential/Other,PM,Autumn,Riley Park,2
9179,2013,12,1,Break and Enter Residential/Other,PM,Autumn,Shaughnessy,3
9180,2013,12,1,Break and Enter Residential/Other,PM,Autumn,South Cambie,2
9181,2013,12,1,Break and Enter Residential/Other,PM,Autumn,Strathcona,1
9182,2013,12,1,Break and Enter Residential/Other,PM,Autumn,Sunset,7
9183,2013,12,1,Break and Enter Residential/Other,PM,Autumn,Victoria-Fraserview,9
9184,2013,12,1,Break and Enter Residential/Other,PM,Autumn,West End,2
9185,2013,12,1,Break and Enter Residential/Other,PM,Autumn,West Point Grey,1
9186,2013,12,1,Break and Enter Residential/Other,PM,Winter,Arbutus Ridge,7
9187,2013,12,1,Break and Enter Residential/Other,PM,Winter,Central Business District,5
9188,2013,12,1,Break and Enter Residential/Other,PM,Winter,Dunbar-Southlands,1
9189,2013,12,1,Break and Enter Residential/Other,PM,Winter,Fairview,2
9190,2013,12,1,Break and Enter Residential/Other,PM,Winter,Grandview-Woodland,2
9191,2013,12,1,Break and Enter Residential/Other,PM,Winter,Hastings-Sunrise,3
9192,2013,12,1,Break and Enter Residential/Other,PM,Winter,Kensington-Cedar Cottage,2
9193,2013,12,1,Break and Enter Residential/Other,PM,Winter,Kerrisdale,1
9194,2013,12,1,Break and Enter Residential/Other,PM,Winter,Killarney,2
9195,2013,12,1,Break and Enter Residential/Other,PM,Winter,Kitsilano,3
9196,2013,12,1,Break and Enter Residential/Other,PM,Winter,Marpole,1
9197,2013,12,1,Break and Enter Residential/Other,PM,Winter,Mount Pleasant,1
9198,2013,12,1,Break and Enter Residential/Other,PM,Winter,Oakridge,5
9199,2013,12,1,Break and Enter Residential/Other,PM,Winter,Renfrew-Collingwood,2
9200,2013,12,1,Break and Enter Residential/Other,PM,Winter,Riley Park,3
9201,2013,12,1,Break and Enter Residential/Other,PM,Winter,Shaughnessy,3
9202,2013,12,1,Break and Enter Residential/Other,PM,Winter,South Cambie,1
9203,2013,12,1,Break and Enter Residential/Other,PM,Winter,Strathcona,3
9204,2013,12,1,Break and Enter Residential/Other,PM,Winter,Sunset,4
9205,2013,12,1,Break and Enter Residential/Other,PM,Winter,Victoria-Fraserview,1
9206,2013,12,1,Break and Enter Residential/Other,PM,Winter,West Point Grey,1
9207,2013,12,1,Homicide,AM,Autumn,Victoria-Fraserview,1
9208,2013,12,1,Mischief,AM,Autumn,Central Business District,24
9209,2013,12,1,Mischief,AM,Autumn,Fairview,9
9210,2013,12,1,Mischief,AM,Autumn,Grandview-Woodland,4
9211,2013,12,1,Mischief,AM,Autumn,Hastings-Sunrise,1
9212,2013,12,1,Mischief,AM,Autumn,Kensington-Cedar Cottage,6
9213,2013,12,1,Mischief,AM,Autumn,Kerrisdale,2
9214,2013,12,1,Mischief,AM,Autumn,Killarney,2
9215,2013,12,1,Mischief,AM,Autumn,Kitsilano,1
9216,2013,12,1,Mischief,AM,Autumn,Mount Pleasant,3
9217,2013,12,1,Mischief,AM,Autumn,Renfrew-Collingwood,5
9218,2013,12,1,Mischief,AM,Autumn,Riley Park,4
9219,2013,12,1,Mischief,AM,Autumn,Shaughnessy,1
9220,2013,12,1,Mischief,AM,Autumn,South Cambie,2
9221,2013,12,1,Mischief,AM,Autumn,Stanley Park,1
9222,2013,12,1,Mischief,AM,Autumn,Strathcona,5
9223,2013,12,1,Mischief,AM,Autumn,Sunset,2
9224,2013,12,1,Mischief,AM,Autumn,Victoria-Fraserview,1
9225,2013,12,1,Mischief,AM,Autumn,West End,5
9226,2013,12,1,Mischief,AM,Winter,Central Business District,12
9227,2013,12,1,Mischief,AM,Winter,Dunbar-Southlands,1
9228,2013,12,1,Mischief,AM,Winter,Fairview,2
9229,2013,12,1,Mischief,AM,Winter,Grandview-Woodland,4
9230,2013,12,1,Mischief,AM,Winter,Hastings-Sunrise,2
9231,2013,12,1,Mischief,AM,Winter,Kensington-Cedar Cottage,3
9232,2013,12,1,Mischief,AM,Winter,Killarney,3
9233,2013,12,1,Mischief,AM,Winter,Kitsilano,1
9234,2013,12,1,Mischief,AM,Winter,Marpole,2
9235,2013,12,1,Mischief,AM,Winter,Mount Pleasant,4
9236,2013,12,1,Mischief,AM,Winter,Oakridge,1
9237,2013,12,1,Mischief,AM,Winter,Renfrew-Collingwood,1
9238,2013,12,1,Mischief,AM,Winter,Riley Park,1
9239,2013,12,1,Mischief,AM,Winter,Sunset,2
9240,2013,12,1,Mischief,AM,Winter,West End,6
9241,2013,12,1,Mischief,PM,Autumn,Arbutus Ridge,2
9242,2013,12,1,Mischief,PM,Autumn,Central Business District,18
9243,2013,12,1,Mischief,PM,Autumn,Dunbar-Southlands,1
9244,2013,12,1,Mischief,PM,Autumn,Fairview,4
9245,2013,12,1,Mischief,PM,Autumn,Grandview-Woodland,17
9246,2013,12,1,Mischief,PM,Autumn,Hastings-Sunrise,4
9247,2013,12,1,Mischief,PM,Autumn,Kensington-Cedar Cottage,7
9248,2013,12,1,Mischief,PM,Autumn,Kerrisdale,2
9249,2013,12,1,Mischief,PM,Autumn,Killarney,8
9250,2013,12,1,Mischief,PM,Autumn,Kitsilano,5
9251,2013,12,1,Mischief,PM,Autumn,Marpole,1
9252,2013,12,1,Mischief,PM,Autumn,Mount Pleasant,12
9253,2013,12,1,Mischief,PM,Autumn,Renfrew-Collingwood,8
9254,2013,12,1,Mischief,PM,Autumn,Shaughnessy,1
9255,2013,12,1,Mischief,PM,Autumn,South Cambie,2
9256,2013,12,1,Mischief,PM,Autumn,Strathcona,10
9257,2013,12,1,Mischief,PM,Autumn,Sunset,4
9258,2013,12,1,Mischief,PM,Autumn,Victoria-Fraserview,1
9259,2013,12,1,Mischief,PM,Autumn,West End,10
9260,2013,12,1,Mischief,PM,Autumn,West Point Grey,1
9261,2013,12,1,Mischief,PM,Winter,Arbutus Ridge,2
9262,2013,12,1,Mischief,PM,Winter,Central Business District,16
9263,2013,12,1,Mischief,PM,Winter,Fairview,6
9264,2013,12,1,Mischief,PM,Winter,Grandview-Woodland,4
9265,2013,12,1,Mischief,PM,Winter,Hastings-Sunrise,1
9266,2013,12,1,Mischief,PM,Winter,Kensington-Cedar Cottage,1
9267,2013,12,1,Mischief,PM,Winter,Kerrisdale,1
9268,2013,12,1,Mischief,PM,Winter,Kitsilano,6
9269,2013,12,1,Mischief,PM,Winter,Marpole,3
9270,2013,12,1,Mischief,PM,Winter,Mount Pleasant,3
9271,2013,12,1,Mischief,PM,Winter,Oakridge,2
9272,2013,12,1,Mischief,PM,Winter,Renfrew-Collingwood,3
9273,2013,12,1,Mischief,PM,Winter,Riley Park,2
9274,2013,12,1,Mischief,PM,Winter,Shaughnessy,1
9275,2013,12,1,Mischief,PM,Winter,South Cambie,1
9276,2013,12,1,Mischief,PM,Winter,Strathcona,4
9277,2013,12,1,Mischief,PM,Winter,Sunset,3
9278,2013,12,1,Mischief,PM,Winter,Victoria-Fraserview,1
9279,2013,12,1,Mischief,PM,Winter,West End,8
9280,2013,12,1,Mischief,PM,Winter,West Point Grey,2
9281,2013,12,1,Offence Against a Person,AM,Autumn,Arbutus Ridge,1
9282,2013,12,1,Offence Against a Person,AM,Autumn,Central Business District,49
9283,2013,12,1,Offence Against a Person,AM,Autumn,Dunbar-Southlands,1
9284,2013,12,1,Offence Against a Person,AM,Autumn,Fairview,3
9285,2013,12,1,Offence Against a Person,AM,Autumn,Grandview-Woodland,17
9286,2013,12,1,Offence Against a Person,AM,Autumn,Hastings-Sunrise,7
9287,2013,12,1,Offence Against a Person,AM,Autumn,Kensington-Cedar Cottage,15
9288,2013,12,1,Offence Against a Person,AM,Autumn,Kerrisdale,2
9289,2013,12,1,Offence Against a Person,AM,Autumn,Killarney,5
9290,2013,12,1,Offence Against a Person,AM,Autumn,Kitsilano,3
9291,2013,12,1,Offence Against a Person,AM,Autumn,Marpole,1
9292,2013,12,1,Offence Against a Person,AM,Autumn,Mount Pleasant,10
9293,2013,12,1,Offence Against a Person,AM,Autumn,Renfrew-Collingwood,7
9294,2013,12,1,Offence Against a Person,AM,Autumn,Riley Park,6
9295,2013,12,1,Offence Against a Person,AM,Autumn,Shaughnessy,2
9296,2013,12,1,Offence Against a Person,AM,Autumn,South Cambie,4
9297,2013,12,1,Offence Against a Person,AM,Autumn,Stanley Park,2
9298,2013,12,1,Offence Against a Person,AM,Autumn,Strathcona,18
9299,2013,12,1,Offence Against a Person,AM,Autumn,Sunset,7
9300,2013,12,1,Offence Against a Person,AM,Autumn,Victoria-Fraserview,8
9301,2013,12,1,Offence Against a Person,AM,Autumn,West End,17
9302,2013,12,1,Offence Against a Person,AM,Winter,Central Business District,35
9303,2013,12,1,Offence Against a Person,AM,Winter,Fairview,4
9304,2013,12,1,Offence Against a Person,AM,Winter,Grandview-Woodland,8
9305,2013,12,1,Offence Against a Person,AM,Winter,Hastings-Sunrise,5
9306,2013,12,1,Offence Against a Person,AM,Winter,Kensington-Cedar Cottage,4
9307,2013,12,1,Offence Against a Person,AM,Winter,Killarney,2
9308,2013,12,1,Offence Against a Person,AM,Winter,Kitsilano,4
9309,2013,12,1,Offence Against a Person,AM,Winter,Marpole,1
9310,2013,12,1,Offence Against a Person,AM,Winter,Mount Pleasant,4
9311,2013,12,1,Offence Against a Person,AM,Winter,Oakridge,1
9312,2013,12,1,Offence Against a Person,AM,Winter,Renfrew-Collingwood,4
9313,2013,12,1,Offence Against a Person,AM,Winter,South Cambie,2
9314,2013,12,1,Offence Against a Person,AM,Winter,Strathcona,13
9315,2013,12,1,Offence Against a Person,AM,Winter,Sunset,3
9316,2013,12,1,Offence Against a Person,AM,Winter,West End,7
9317,2013,12,1,Other Theft,AM,Autumn,Arbutus Ridge,2
9318,2013,12,1,Other Theft,AM,Autumn,Central Business District,58
9319,2013,12,1,Other Theft,AM,Autumn,Fairview,9
9320,2013,12,1,Other Theft,AM,Autumn,Grandview-Woodland,2
9321,2013,12,1,Other Theft,AM,Autumn,Hastings-Sunrise,2
9322,2013,12,1,Other Theft,AM,Autumn,Kensington-Cedar Cottage,12
9323,2013,12,1,Other Theft,AM,Autumn,Killarney,1
9324,2013,12,1,Other Theft,AM,Autumn,Kitsilano,1
9325,2013,12,1,Other Theft,AM,Autumn,Marpole,4
9326,2013,12,1,Other Theft,AM,Autumn,Mount Pleasant,9
9327,2013,12,1,Other Theft,AM,Autumn,Oakridge,3
9328,2013,12,1,Other Theft,AM,Autumn,Renfrew-Collingwood,5
9329,2013,12,1,Other Theft,AM,Autumn,Riley Park,4
9330,2013,12,1,Other Theft,AM,Autumn,Shaughnessy,2
9331,2013,12,1,Other Theft,AM,Autumn,South Cambie,1
9332,2013,12,1,Other Theft,AM,Autumn,Strathcona,5
9333,2013,12,1,Other Theft,AM,Autumn,Sunset,3
9334,2013,12,1,Other Theft,AM,Autumn,Victoria-Fraserview,5
9335,2013,12,1,Other Theft,AM,Autumn,West End,14
9336,2013,12,1,Other Theft,AM,Autumn,West Point Grey,2
9337,2013,12,1,Other Theft,AM,Winter,Central Business District,26
9338,2013,12,1,Other Theft,AM,Winter,Fairview,3
9339,2013,12,1,Other Theft,AM,Winter,Grandview-Woodland,3
9340,2013,12,1,Other Theft,AM,Winter,Hastings-Sunrise,2
9341,2013,12,1,Other Theft,AM,Winter,Kensington-Cedar Cottage,3
9342,2013,12,1,Other Theft,AM,Winter,Killarney,1
9343,2013,12,1,Other Theft,AM,Winter,Kitsilano,4
9344,2013,12,1,Other Theft,AM,Winter,Mount Pleasant,6
9345,2013,12,1,Other Theft,AM,Winter,Oakridge,1
9346,2013,12,1,Other Theft,AM,Winter,Renfrew-Collingwood,7
9347,2013,12,1,Other Theft,AM,Winter,Riley Park,1
9348,2013,12,1,Other Theft,AM,Winter,Shaughnessy,2
9349,2013,12,1,Other Theft,AM,Winter,Strathcona,4
9350,2013,12,1,Other Theft,AM,Winter,Sunset,2
9351,2013,12,1,Other Theft,AM,Winter,Victoria-Fraserview,1
9352,2013,12,1,Other Theft,AM,Winter,West End,9
9353,2013,12,1,Other Theft,PM,Autumn,Arbutus Ridge,1
9354,2013,12,1,Other Theft,PM,Autumn,Central Business District,150
9355,2013,12,1,Other Theft,PM,Autumn,Dunbar-Southlands,5
9356,2013,12,1,Other Theft,PM,Autumn,Fairview,26
9357,2013,12,1,Other Theft,PM,Autumn,Grandview-Woodland,13
9358,2013,12,1,Other Theft,PM,Autumn,Hastings-Sunrise,8
9359,2013,12,1,Other Theft,PM,Autumn,Kensington-Cedar Cottage,15
9360,2013,12,1,Other Theft,PM,Autumn,Kerrisdale,1
9361,2013,12,1,Other Theft,PM,Autumn,Killarney,3
9362,2013,12,1,Other Theft,PM,Autumn,Kitsilano,13
9363,2013,12,1,Other Theft,PM,Autumn,Marpole,3
9364,2013,12,1,Other Theft,PM,Autumn,Mount Pleasant,27
9365,2013,12,1,Other Theft,PM,Autumn,Oakridge,12
9366,2013,12,1,Other Theft,PM,Autumn,Renfrew-Collingwood,32
9367,2013,12,1,Other Theft,PM,Autumn,Riley Park,11
9368,2013,12,1,Other Theft,PM,Autumn,Shaughnessy,2
9369,2013,12,1,Other Theft,PM,Autumn,South Cambie,6
9370,2013,12,1,Other Theft,PM,Autumn,Stanley Park,1
9371,2013,12,1,Other Theft,PM,Autumn,Strathcona,19
9372,2013,12,1,Other Theft,PM,Autumn,Sunset,8
9373,2013,12,1,Other Theft,PM,Autumn,Victoria-Fraserview,5
9374,2013,12,1,Other Theft,PM,Autumn,West End,36
9375,2013,12,1,Other Theft,PM,Autumn,West Point Grey,2
9376,2013,12,1,Other Theft,PM,Winter,Arbutus Ridge,1
9377,2013,12,1,Other Theft,PM,Winter,Central Business District,83
9378,2013,12,1,Other Theft,PM,Winter,Dunbar-Southlands,1
9379,2013,12,1,Other Theft,PM,Winter,Fairview,16
9380,2013,12,1,Other Theft,PM,Winter,Grandview-Woodland,4
9381,2013,12,1,Other Theft,PM,Winter,Hastings-Sunrise,6
9382,2013,12,1,Other Theft,PM,Winter,Kensington-Cedar Cottage,7
9383,2013,12,1,Other Theft,PM,Winter,Kerrisdale,2
9384,2013,12,1,Other Theft,PM,Winter,Killarney,3
9385,2013,12,1,Other Theft,PM,Winter,Kitsilano,5
9386,2013,12,1,Other Theft,PM,Winter,Marpole,6
9387,2013,12,1,Other Theft,PM,Winter,Mount Pleasant,16
9388,2013,12,1,Other Theft,PM,Winter,Oakridge,3
9389,2013,12,1,Other Theft,PM,Winter,Renfrew-Collingwood,17
9390,2013,12,1,Other Theft,PM,Winter,Riley Park,6
9391,2013,12,1,Other Theft,PM,Winter,Shaughnessy,1
9392,2013,12,1,Other Theft,PM,Winter,South Cambie,6
9393,2013,12,1,Other Theft,PM,Winter,Strathcona,9
9394,2013,12,1,Other Theft,PM,Winter,Sunset,3
9395,2013,12,1,Other Theft,PM,Winter,Victoria-Fraserview,2
9396,2013,12,1,Other Theft,PM,Winter,West End,19
